 ,Area,Mean,Min,Max,X,Y,Perim.
1,45,5448.596,5164.362,5801.175,263.500,291.500,28
2,45,4929.857,4681.121,5101.332,282.500,290.500,28
3,54,5399.260,5054.523,5843.928,262.000,190.500,30
4,32,5636.104,5345.768,5812.553,271.000,191.000,24
