X,Y
25.000,120.000
25.833,120.966
26.666,121.931
27.500,122.896
28.336,123.860
29.175,124.822
30.015,125.783
30.860,126.742
31.708,127.698
32.560,128.652
33.417,129.602
34.280,130.549
35.148,131.492
36.023,132.431
36.906,133.366
37.796,134.296
38.694,135.220
39.600,136.139
40.516,137.053
41.442,137.960
42.378,138.860
43.325,139.754
44.283,140.641
45.254,141.520
46.237,142.391
47.232,143.253
48.242,144.108
49.266,144.953
50.304,145.789
51.358,146.615
52.427,147.432
53.513,148.238
54.615,149.033
55.735,149.818
56.873,150.591
58.028,151.353
59.200,152.103
60.388,152.842
61.590,153.569
62.807,154.285
64.037,154.990
65.280,155.683
66.534,156.365
67.799,157.035
69.075,157.694
70.359,158.342
71.652,158.978
72.953,159.602
74.260,160.216
75.573,160.817
76.891,161.408
78.214,161.986
79.540,162.554
80.869,163.110
82.200,163.654
83.531,164.187
84.863,164.709
86.194,165.219
87.524,165.718
88.852,166.205
90.176,166.681
91.496,167.145
92.812,167.598
94.122,168.040
95.426,168.470
96.723,168.888
98.011,169.295
99.291,169.691
100.561,170.075
101.821,170.448
103.069,170.809
104.307,171.159
105.533,171.498
106.750,171.827
107.956,172.146
109.153,172.456
110.340,172.756
111.519,173.047
112.689,173.330
113.852,173.605
115.006,173.872
116.154,174.132
117.294,174.385
118.428,174.632
119.556,174.872
120.678,175.106
121.795,175.336
122.907,175.560
124.014,175.779
125.117,175.995
126.216,176.206
127.312,176.414
128.405,176.619
129.495,176.821
130.583,177.021
131.668,177.219
132.753,177.416
133.836,177.611
134.918,177.806
136.000,178.000
