X,Y
237.000,117.000
236.425,117.527
235.849,118.054
235.274,118.581
234.698,119.108
234.122,119.635
233.545,120.162
232.967,120.689
232.388,121.216
231.809,121.743
231.228,122.271
230.647,122.798
230.064,123.325
229.479,123.852
228.893,124.379
228.306,124.907
227.716,125.434
227.125,125.961
226.532,126.489
225.936,127.016
225.338,127.544
224.738,128.072
224.136,128.599
223.531,129.127
222.923,129.655
222.312,130.183
221.698,130.711
221.081,131.239
220.461,131.767
219.838,132.295
219.211,132.823
218.581,133.351
217.947,133.880
217.309,134.408
216.668,134.937
216.022,135.466
215.372,135.994
214.718,136.523
214.059,137.052
213.396,137.581
212.729,138.111
212.056,138.640
211.379,139.169
210.697,139.699
210.010,140.229
209.317,140.759
208.619,141.289
207.916,141.819
207.208,142.349
206.494,142.879
205.776,143.410
205.052,143.940
204.324,144.471
203.591,145.002
202.853,145.533
202.111,146.064
201.364,146.595
200.613,147.126
199.858,147.657
199.099,148.189
198.336,148.720
197.568,149.252
196.797,149.784
196.023,150.316
195.244,150.847
194.462,151.379
193.677,151.911
192.888,152.444
192.096,152.976
191.301,153.508
190.503,154.041
189.702,154.573
188.899,155.105
188.092,155.638
187.283,156.171
186.471,156.703
185.657,157.236
184.841,157.769
184.023,158.302
183.202,158.835
182.379,159.368
181.555,159.901
180.728,160.434
179.900,160.967
179.070,161.500
178.239,162.033
177.407,162.566
176.573,163.100
175.737,163.633
174.901,164.166
174.064,164.699
173.226,165.233
172.387,165.766
171.547,166.300
170.707,166.833
169.866,167.366
169.025,167.900
168.183,168.433
167.342,168.967
166.500,169.500
