X,Y
96.000,120.264
96.202,119.030
96.402,117.794
96.599,116.554
96.792,115.310
96.977,114.058
97.155,112.799
97.323,111.529
97.479,110.247
97.623,108.952
97.751,107.642
97.864,106.315
97.958,104.970
98.034,103.605
98.092,102.220
98.138,100.822
98.178,99.412
98.217,97.997
98.263,96.580
98.319,95.166
98.393,93.759
98.489,92.363
98.614,90.982
98.774,89.621
98.973,88.285
99.219,86.977
99.516,85.701
99.869,84.463
100.277,83.265
100.735,82.110
101.243,81.002
101.796,79.944
102.393,78.939
103.030,77.991
103.705,77.102
104.414,76.276
105.156,75.516
105.926,74.825
106.724,74.206
107.549,73.656
108.402,73.171
109.284,72.746
110.196,72.378
111.139,72.062
112.113,71.794
113.121,71.569
114.162,71.384
115.238,71.234
116.348,71.118
117.487,71.039
118.650,71.000
119.832,71.006
121.027,71.061
122.230,71.168
123.437,71.332
124.641,71.557
125.837,71.846
127.021,72.204
128.187,72.635
129.331,73.141
130.453,73.718
131.556,74.359
132.645,75.055
133.724,75.797
134.796,76.578
135.864,77.389
136.934,78.222
138.007,79.068
139.088,79.920
140.182,80.768
141.290,81.605
142.418,82.423
143.569,83.214
144.742,83.976
145.936,84.712
147.149,85.424
148.380,86.113
149.628,86.781
150.890,87.430
152.166,88.062
153.453,88.679
154.750,89.282
156.055,89.875
157.367,90.457
158.685,91.032
160.006,91.600
161.330,92.165
162.656,92.725
163.983,93.283
165.313,93.837
166.644,94.388
167.976,94.936
169.310,95.482
170.644,96.026
171.980,96.569
173.316,97.109
174.653,97.649
175.991,98.188
177.329,98.726
178.667,99.264
