Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0069-0022,Point,22,69,1,1,1,none,none,0,0,0,0,0
1,0074-0140,Point,140,74,1,1,1,none,none,0,0,0,0,0
