X,Y
65.500,57.250
65.979,56.005
66.457,54.766
66.934,53.535
67.408,52.318
67.880,51.120
68.349,49.945
68.813,48.798
69.273,47.683
69.727,46.606
70.176,45.570
70.617,44.581
71.051,43.642
71.477,42.756
71.898,41.915
72.317,41.108
72.735,40.327
73.155,39.562
73.580,38.803
74.013,38.041
74.455,37.267
74.910,36.470
75.380,35.649
75.869,34.810
76.380,33.964
76.918,33.117
77.486,32.280
78.087,31.459
78.726,30.664
79.405,29.903
80.129,29.186
80.901,28.519
81.719,27.907
82.578,27.354
83.473,26.862
84.401,26.433
85.356,26.070
86.335,25.776
87.331,25.553
88.342,25.404
89.362,25.332
90.387,25.340
91.413,25.428
92.438,25.600
93.459,25.858
94.471,26.203
95.473,26.639
96.462,27.166
97.433,27.788
98.384,28.505
99.312,29.321
100.214,30.238
101.088,31.248
101.935,32.342
102.755,33.509
103.548,34.737
104.314,36.015
105.052,37.332
105.764,38.677
106.449,40.039
107.107,41.407
107.738,42.770
108.343,44.116
108.922,45.435
109.474,46.715
109.999,47.947
110.501,49.127
110.983,50.261
111.448,51.351
111.900,52.402
112.344,53.419
112.781,54.404
113.217,55.362
113.656,56.296
114.099,57.212
114.553,58.112
115.019,59.002
115.501,59.884
115.999,60.762
116.516,61.640
117.054,62.521
117.614,63.410
118.197,64.309
118.806,65.223
119.442,66.156
120.106,67.110
120.801,68.089
121.527,69.095
122.280,70.126
123.059,71.179
123.861,72.252
124.685,73.344
125.527,74.453
126.386,75.576
127.258,76.711
128.143,77.857
129.036,79.010
129.937,80.170
130.842,81.334
131.750,82.500
