 ,Area,Mean,Min,Max,X,Y,Perim.
1,81,3859.082,3797.580,3936.182,302.500,317.500,36
2,81,3812.315,3743.485,3885.606,318.500,284.500,36
3,81,3887.255,3824.009,3975.111,209.500,207.500,36
4,81,3856.121,3780.756,3958.208,224.500,313.500,36
