Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0065-0030,Point,30,65,1,1,1,none,none,0,0,0,0,0
1,0063-0164,Point,164,63,1,1,1,none,none,0,0,0,0,0
