Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0045-0018,Point,18,45,1,1,1,none,none,0,0,0,0,0
1,0049-0153,Point,153,49,1,1,1,none,none,0,0,0,0,0
