X,Y
46.500,111.500
47.109,110.065
47.714,108.630
48.311,107.196
48.899,105.763
49.472,104.331
50.027,102.902
50.561,101.474
51.070,100.048
51.551,98.626
52.000,97.206
52.414,95.790
52.788,94.378
53.120,92.970
53.409,91.566
53.660,90.167
53.878,88.772
54.066,87.382
54.231,85.997
54.376,84.616
54.506,83.240
54.626,81.869
54.741,80.502
54.856,79.141
54.974,77.784
55.101,76.433
55.240,75.085
55.391,73.740
55.557,72.396
55.740,71.051
55.941,69.704
56.162,68.354
56.404,67.000
56.670,65.639
56.962,64.270
57.280,62.892
57.627,61.504
58.004,60.107
58.410,58.709
58.846,57.316
59.310,55.936
59.802,54.576
60.323,53.244
60.872,51.947
61.448,50.692
62.051,49.486
62.681,48.337
63.337,47.252
64.021,46.237
64.735,45.296
65.488,44.428
66.285,43.633
67.134,42.910
68.042,42.261
69.016,41.685
70.061,41.182
71.186,40.751
72.396,40.394
73.693,40.109
75.064,39.895
76.499,39.752
77.986,39.679
79.514,39.673
81.070,39.735
82.642,39.862
84.221,40.055
85.792,40.311
87.346,40.630
88.870,41.011
90.353,41.452
91.786,41.952
93.173,42.507
94.524,43.110
95.848,43.756
97.156,44.440
98.456,45.155
99.758,45.896
101.072,46.658
102.408,47.435
103.774,48.221
105.180,49.010
106.637,49.797
108.153,50.577
109.735,51.344
111.380,52.099
113.086,52.844
114.847,53.577
116.659,54.301
118.520,55.016
120.424,55.723
122.368,56.422
124.348,57.114
126.360,57.801
128.400,58.482
130.463,59.158
132.547,59.831
134.646,60.501
136.757,61.169
138.877,61.835
141.000,62.500
