X,Y
65.000,95.000
65.797,93.570
66.593,92.139
67.385,90.708
68.173,89.277
68.955,87.844
69.730,86.410
70.495,84.975
71.250,83.538
71.993,82.099
72.722,80.658
73.436,79.215
74.134,77.769
74.813,76.320
75.473,74.868
76.112,73.413
76.728,71.954
77.322,70.493
77.897,69.034
78.458,67.581
79.007,66.139
79.548,64.712
80.086,63.303
80.622,61.917
81.162,60.559
81.709,59.232
82.265,57.941
82.836,56.690
83.424,55.483
84.034,54.324
84.668,53.217
85.328,52.166
86.013,51.167
86.720,50.219
87.446,49.319
88.190,48.467
88.948,47.659
89.719,46.893
90.500,46.167
91.288,45.480
92.081,44.829
92.877,44.212
93.676,43.627
94.481,43.074
95.296,42.550
96.123,42.056
96.965,41.589
97.826,41.150
98.709,40.736
99.617,40.346
100.553,39.980
101.519,39.637
102.513,39.320
103.533,39.030
104.574,38.770
105.635,38.543
106.711,38.353
107.802,38.200
108.902,38.088
110.011,38.019
111.123,37.997
112.238,38.022
113.355,38.094
114.479,38.204
115.613,38.349
116.761,38.521
117.925,38.714
119.110,38.924
120.318,39.142
121.554,39.365
122.821,39.585
124.123,39.797
125.462,39.995
126.841,40.173
128.257,40.329
129.703,40.463
131.175,40.572
132.667,40.656
134.174,40.714
135.690,40.743
137.211,40.743
138.729,40.713
140.241,40.651
141.741,40.556
143.224,40.427
144.684,40.263
146.115,40.061
147.513,39.823
148.878,39.548
150.213,39.240
151.520,38.901
152.803,38.536
154.063,38.147
155.304,37.736
156.529,37.308
157.740,36.864
158.939,36.409
160.131,35.944
161.317,35.474
162.500,35.000
