X,Y
133.000,57.250
132.421,57.096
131.842,56.942
131.263,56.788
130.685,56.635
130.107,56.482
129.530,56.331
128.955,56.180
128.380,56.031
127.806,55.883
127.234,55.736
126.664,55.591
126.095,55.448
125.529,55.307
124.964,55.168
124.402,55.032
123.841,54.898
123.284,54.767
122.729,54.639
122.177,54.513
121.628,54.391
121.083,54.273
120.540,54.157
120.002,54.046
119.466,53.938
118.935,53.835
118.408,53.736
117.885,53.641
117.366,53.551
116.851,53.465
116.342,53.384
115.837,53.309
115.336,53.238
114.842,53.173
114.352,53.114
113.868,53.061
113.389,53.013
112.916,52.971
112.449,52.936
111.986,52.906
111.529,52.881
111.076,52.862
110.627,52.849
110.181,52.840
109.739,52.836
109.300,52.837
108.864,52.842
108.429,52.851
107.997,52.864
107.566,52.880
107.136,52.901
106.706,52.925
106.277,52.951
105.848,52.981
105.419,53.014
104.989,53.049
104.557,53.086
104.125,53.126
103.690,53.167
103.253,53.210
102.813,53.255
102.370,53.301
101.924,53.348
101.475,53.396
101.021,53.444
100.562,53.493
100.099,53.543
99.631,53.592
99.159,53.642
98.682,53.693
98.200,53.743
97.715,53.794
97.225,53.844
96.731,53.896
96.234,53.947
95.733,53.998
95.229,54.050
94.721,54.102
94.210,54.154
93.696,54.206
93.179,54.258
92.659,54.311
92.137,54.363
91.612,54.416
91.085,54.469
90.556,54.522
90.025,54.575
89.492,54.628
88.957,54.681
88.420,54.735
87.883,54.788
87.343,54.842
86.803,54.895
86.262,54.949
85.719,55.003
85.176,55.056
84.633,55.110
84.089,55.164
83.544,55.218
83.000,55.271
