Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0060-0021,Point,21,60,1,1,1,none,none,0,0,0,0,0
1,0062-0143,Point,143,62,1,1,1,none,none,0,0,0,0,0
