 ,Area,Mean,Min,Max,X,Y,Perim.
1,144,3602.042,3559.898,3643.609,400,397.000,48
2,144,3602.847,3562.974,3640.988,389,144.000,48
3,144,3618.569,3579.828,3680.479,163,396.000,48
4,156,3616.597,3569.783,3656.728,146,255.500,50
