X,Y
0,4509.584
1,4543.182
2,4580.792
3,4603.528
4,4615.561
5,4627.790
6,4634.314
7,4647.657
8,4655.375
9,4669.931
10,4674.678
11,4684.964
12,4676.508
13,4663.908
14,4654.289
15,4645.680
16,4636.144
17,4625.118
18,4620.478
19,4620.921
20,4618.034
21,4602.551
22,4596.750
23,4592.905
24,4594.112
25,4596.364
26,4589.421
27,4585.138
28,4575.084
29,4564.550
30,4561.166
31,4556.374
32,4556.174
33,4552.756
34,4552.788
35,4548.119
36,4535.631
37,4531.027
38,4534.006
39,4530.089
40,4535.199
41,4537.307
42,4539.995
43,4549.204
44,4559.161
45,4581.840
46,4588.978
47,4598.739
48,4603.158
49,4617.166
50,4621.228
51,4628.626
52,4633.615
53,4641.894
54,4649.026
55,4658.698
56,4664.843
57,4668.428
58,4672.578
59,4676.443
60,4676.649
61,4677.020
62,4685.978
63,4696.029
64,4711.151
65,4720.573
66,4729.530
67,4738.250
68,4742.393
69,4754.976
70,4756.956
71,4765.001
72,4771.058
73,4768.341
74,4767.055
75,4764.728
76,4754.080
77,4746.569
78,4732.101
79,4712.293
80,4708.857
81,4694.579
82,4686.204
83,4677.916
84,4657.308
85,4647.502
86,4636.692
87,4627.302
88,4607.271
89,4588.202
90,4565.355
91,4536.960
