X,Y
57.000,115.000
57.683,113.335
58.355,111.666
59.004,109.990
59.618,108.302
60.187,106.600
60.699,104.879
61.143,103.135
61.506,101.366
61.779,99.567
61.948,97.733
62.003,95.863
61.935,93.953
61.751,92.011
61.465,90.047
61.090,88.074
60.641,86.102
60.132,84.144
59.578,82.210
58.991,80.313
58.387,78.462
57.779,76.671
57.181,74.951
56.609,73.312
56.073,71.763
55.574,70.293
55.108,68.879
54.669,67.501
54.252,66.137
53.853,64.764
53.467,63.363
53.087,61.911
52.711,60.387
52.331,58.770
51.953,57.058
51.589,55.269
51.251,53.425
50.954,51.545
50.710,49.649
50.533,47.758
50.436,45.892
50.432,44.072
50.534,42.317
50.756,40.648
51.111,39.086
51.604,37.643
52.231,36.323
52.982,35.128
53.850,34.058
54.827,33.114
55.906,32.300
57.078,31.614
58.336,31.060
59.672,30.638
61.081,30.344
62.556,30.172
64.093,30.117
65.686,30.173
67.329,30.336
69.017,30.598
70.744,30.956
72.506,31.404
74.296,31.935
76.110,32.544
77.947,33.222
79.808,33.959
81.692,34.743
83.601,35.566
85.535,36.416
87.494,37.283
89.479,38.157
91.491,39.027
93.530,39.884
95.595,40.717
97.689,41.515
99.811,42.269
101.962,42.968
104.142,43.614
106.351,44.211
108.589,44.766
110.855,45.285
113.151,45.774
115.475,46.239
117.828,46.686
120.211,47.121
122.621,47.551
125.061,47.981
127.530,48.417
130.027,48.865
132.553,49.332
135.107,49.823
137.690,50.344
140.301,50.897
142.938,51.479
145.599,52.089
148.282,52.724
150.987,53.384
153.711,54.066
156.454,54.768
159.212,55.489
161.985,56.226
164.771,56.978
167.568,57.743
170.375,58.519
173.191,59.304
176.012,60.096
178.839,60.895
181.669,61.696
184.500,62.500
