X,Y
60.000,74.500
61.073,73.732
62.145,72.961
63.214,72.186
64.278,71.402
65.336,70.609
66.387,69.804
67.428,68.983
68.459,68.145
69.477,67.288
70.481,66.407
71.471,65.502
72.443,64.569
73.397,63.607
74.332,62.614
75.250,61.598
76.155,60.572
77.052,59.548
77.944,58.537
78.834,57.551
79.727,56.602
80.627,55.701
81.537,54.861
82.461,54.093
83.404,53.409
84.369,52.821
85.359,52.340
86.378,51.972
87.424,51.713
88.498,51.558
89.599,51.503
90.726,51.542
91.879,51.672
93.058,51.887
94.262,52.183
95.491,52.555
96.744,52.998
98.021,53.509
99.321,54.081
100.641,54.710
101.979,55.390
103.332,56.116
104.696,56.883
106.068,57.684
107.447,58.514
108.828,59.369
110.210,60.242
111.588,61.128
112.960,62.021
114.324,62.917
115.675,63.809
117.012,64.692
118.331,65.561
119.629,66.411
120.907,67.238
122.169,68.043
123.417,68.826
124.655,69.589
125.888,70.330
127.118,71.051
128.350,71.752
129.587,72.434
130.832,73.096
132.089,73.739
133.363,74.364
134.655,74.971
135.971,75.559
137.314,76.131
138.685,76.686
140.083,77.226
141.506,77.754
142.953,78.270
144.420,78.778
145.908,79.279
147.412,79.774
148.932,80.266
150.465,80.757
152.010,81.248
153.564,81.741
155.127,82.239
156.694,82.743
158.266,83.255
159.839,83.777
161.413,84.311
162.985,84.857
164.556,85.415
166.127,85.983
167.697,86.562
169.267,87.149
170.835,87.745
172.403,88.349
173.971,88.960
175.538,89.576
177.105,90.198
178.671,90.825
180.237,91.455
181.803,92.089
183.369,92.725
184.934,93.362
186.500,94.000
