 ,Area,Mean,Min,Max,X,Y,Perim.
1,306,3574.617,3502.217,3628.856,469,167.500,70
2,306,3568.547,3527.122,3609.683,438,377.500,70
3,306,3581.994,3528.066,3636.512,94,354.500,70
4,306,3593.011,3547.011,3655.630,123,205.500,70
