X,Y
0,3991.232
1,4006.359
2,4024.929
3,4034.722
4,4050.406
5,4061.268
6,4079.348
7,4081.719
8,4091.143
9,4110.672
10,4129.665
11,4139.966
12,4144.514
13,4144.913
14,4146.455
15,4163.406
16,4175.428
17,4181.161
18,4184.423
19,4182.063
20,4181.295
21,4177.646
22,4191.887
23,4213.556
24,4227.096
25,4238.697
26,4251.853
27,4268.911
28,4292.401
29,4295.703
30,4306.113
31,4325.819
32,4345.860
33,4360.120
34,4371.840
35,4380.919
36,4379.083
37,4382.135
38,4380.366
39,4388.854
40,4404.822
41,4423.780
42,4431.263
43,4418.459
44,4391.845
45,4376.443
46,4370.311
47,4383.953
48,4393.548
49,4393.595
50,4377.987
51,4376.069
52,4370.439
53,4364.985
54,4352.846
55,4339.265
56,4328.448
57,4320.457
58,4309.529
59,4308.536
60,4319.051
61,4339.006
62,4349.125
63,4362.195
64,4372.586
65,4384.345
66,4391.787
67,4403.586
68,4407.727
69,4398.341
70,4397.619
71,4396.734
72,4408.715
73,4416.774
74,4415.335
75,4412.776
76,4410.578
77,4404.592
78,4405.739
79,4407.985
80,4406.670
81,4402.279
82,4387.663
83,4371.078
84,4365.010
85,4353.525
86,4346.147
87,4347.348
88,4347.190
89,4351.778
90,4335.557
91,4310.845
92,4288.746
93,4276.965
94,4252.140
95,4226.964
96,4206.941
97,4183.687
98,4177.036
99,4179.346
100,4187.711
101,4190.814
102,4181.605
103,4158.434
104,4133.623
105,4119.702
106,4101.319
107,4082.167
108,4068.986
109,4064.687
