 ,Area,Mean,Min,Max,X,Y,Perim.
1,156,3666.527,3595.326,3733.122,200.000,325.500,50
2,143,3664.077,3595.172,3743.003,343.500,337.500,48
3,140,3690.159,3621.808,3737.040,342.000,184.000,48
4,121,3659.645,3597.174,3716.821,178.500,188.500,44
