 ,Area,Mean,Min,Max,X,Y,Perim.
1,306,3540.759,3494.015,3581.228,469,167.500,70
2,306,3527.423,3487.064,3572.398,438,377.500,70
3,306,3543.660,3497.897,3592.520,94,354.500,70
4,306,3549.986,3503.261,3596.156,123,205.500,70
