X,Y
98.000,94.000
98.572,93.175
99.141,92.349
99.704,91.522
100.257,90.691
100.798,89.857
101.323,89.018
101.828,88.173
102.312,87.321
102.770,86.462
103.200,85.593
103.598,84.716
103.961,83.828
104.286,82.928
104.571,82.015
104.811,81.090
105.009,80.153
105.172,79.207
105.305,78.257
105.415,77.306
105.507,76.357
105.588,75.415
105.663,74.481
105.740,73.561
105.823,72.657
105.919,71.772
106.035,70.912
106.175,70.078
106.347,69.275
106.555,68.504
106.796,67.765
107.070,67.055
107.373,66.373
107.704,65.716
108.059,65.081
108.437,64.468
108.835,63.873
109.250,63.295
109.681,62.731
110.125,62.180
110.581,61.641
111.049,61.115
111.531,60.605
112.027,60.113
112.539,59.641
113.068,59.190
113.614,58.763
114.179,58.363
114.763,57.990
115.368,57.648
115.994,57.337
116.639,57.057
117.299,56.805
117.972,56.580
118.655,56.380
119.346,56.203
120.041,56.048
120.738,55.913
121.433,55.795
122.124,55.694
122.809,55.608
123.488,55.537
124.166,55.480
124.844,55.441
125.527,55.418
126.217,55.414
126.919,55.429
127.634,55.465
128.368,55.521
129.122,55.598
129.900,55.699
130.704,55.821
131.533,55.962
132.385,56.118
133.259,56.284
134.153,56.457
135.067,56.633
135.998,56.809
136.945,56.980
137.906,57.143
138.882,57.293
139.869,57.428
140.866,57.543
141.873,57.634
142.887,57.698
143.909,57.734
144.936,57.744
145.970,57.729
147.009,57.692
148.053,57.634
149.101,57.557
150.154,57.464
151.210,57.355
152.269,57.234
153.331,57.101
154.396,56.959
155.462,56.809
156.529,56.653
157.598,56.494
158.667,56.333
