Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0060-0024,Point,24,60,1,1,1,none,none,0,0,0,0,0
1,0058-0165,Point,165,58,1,1,1,none,none,0,0,0,0,0
