Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0104-0028,Point,28,104,1,1,1,none,none,0,0,0,0,0
1,0088-0256,Point,256,88,1,1,1,none,none,0,0,0,0,0
