X,Y
45.500,49.250
45.582,48.149
45.666,47.050
45.754,45.956
45.848,44.869
45.950,43.791
46.062,42.726
46.186,41.674
46.324,40.639
46.477,39.623
46.649,38.629
46.840,37.658
47.054,36.713
47.291,35.797
47.554,34.911
47.845,34.059
48.166,33.242
48.518,32.463
48.903,31.723
49.319,31.024
49.761,30.363
50.228,29.740
50.714,29.155
51.217,28.606
51.734,28.094
52.262,27.618
52.796,27.176
53.334,26.769
53.873,26.396
54.408,26.055
54.938,25.747
55.464,25.471
55.990,25.224
56.520,25.007
57.056,24.818
57.603,24.656
58.165,24.519
58.744,24.407
59.345,24.319
59.971,24.252
60.625,24.208
61.305,24.184
62.006,24.179
62.726,24.195
63.460,24.229
64.206,24.281
64.959,24.350
65.716,24.437
66.474,24.539
67.228,24.657
67.976,24.791
68.713,24.938
69.437,25.099
70.146,25.273
70.840,25.457
71.521,25.649
72.189,25.848
72.845,26.052
73.489,26.259
74.123,26.467
74.747,26.674
75.361,26.878
75.966,27.077
76.564,27.270
77.154,27.456
77.738,27.634
78.316,27.808
78.889,27.978
79.458,28.146
80.024,28.313
80.587,28.482
81.148,28.652
81.709,28.826
82.269,29.006
82.830,29.192
83.394,29.383
83.965,29.576
84.545,29.772
85.136,29.966
85.743,30.158
86.367,30.346
87.012,30.528
87.679,30.702
88.373,30.866
89.096,31.019
89.849,31.160
90.632,31.288
91.441,31.405
92.275,31.512
93.132,31.609
94.010,31.698
94.906,31.778
95.819,31.853
96.747,31.920
97.687,31.983
98.637,32.042
99.595,32.097
100.560,32.149
101.529,32.200
102.500,32.250
