Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0057-0028,Point,28,57,1,1,1,none,none,0,0,0,0,0
1,0059-0152,Point,152,59,1,1,1,none,none,0,0,0,0,0
