X,Y
236.000,317.000
236.938,314.937
237.875,312.876
238.811,310.820
239.743,308.772
240.673,306.734
241.598,304.708
242.517,302.698
243.431,300.706
244.337,298.734
245.236,296.785
246.126,294.862
247.006,292.966
247.875,291.101
248.734,289.270
249.580,287.473
250.412,285.715
251.231,283.998
252.035,282.324
252.823,280.696
253.595,279.116
254.348,277.587
255.084,276.111
255.800,274.692
256.496,273.331
257.171,272.030
257.827,270.789
258.466,269.604
259.090,268.471
259.703,267.387
260.307,266.349
260.904,265.353
261.496,264.396
262.087,263.475
262.679,262.586
263.274,261.726
263.875,260.891
264.484,260.078
265.105,259.284
265.739,258.506
266.389,257.749
267.060,257.024
267.753,256.342
268.474,255.712
269.224,255.147
270.008,254.657
270.829,254.253
271.690,253.945
272.595,253.744
273.547,253.662
274.549,253.708
275.602,253.883
276.702,254.180
277.846,254.589
279.033,255.104
280.258,255.716
281.518,256.416
282.812,257.197
284.135,258.050
285.486,258.967
286.860,259.941
288.256,260.963
289.670,262.024
291.099,263.117
292.540,264.234
293.991,265.366
295.448,266.505
296.909,267.644
298.371,268.773
299.830,269.886
301.285,270.979
302.733,272.052
304.172,273.104
305.599,274.134
307.014,275.142
308.413,276.126
309.794,277.086
311.156,278.021
312.496,278.930
313.812,279.813
315.101,280.668
316.363,281.496
317.593,282.294
318.791,283.063
319.954,283.801
321.080,284.508
322.167,285.182
323.212,285.824
324.214,286.433
325.175,287.010
326.098,287.558
326.988,288.080
327.847,288.579
328.680,289.057
329.490,289.519
330.281,289.966
331.057,290.401
331.822,290.828
332.580,291.249
333.333,291.667
