X,Y
66.000,86.000
67.266,84.915
68.530,83.826
69.792,82.726
71.049,81.612
72.299,80.478
73.543,79.320
74.777,78.133
76.001,76.911
77.213,75.650
78.411,74.345
79.595,72.991
80.762,71.584
81.911,70.118
83.040,68.590
84.149,67.007
85.235,65.380
86.297,63.718
87.334,62.031
88.345,60.329
89.328,58.623
90.281,56.923
91.203,55.237
92.093,53.577
92.949,51.952
93.770,50.373
94.554,48.849
95.300,47.391
96.008,46.007
96.679,44.696
97.322,43.451
97.940,42.266
98.542,41.133
99.131,40.045
99.715,38.996
100.300,37.978
100.891,36.985
101.494,36.009
102.116,35.046
102.763,34.102
103.440,33.185
104.154,32.304
104.912,31.467
105.719,30.682
106.581,29.958
107.506,29.303
108.498,28.725
109.554,28.231
110.658,27.826
111.796,27.513
112.953,27.297
114.113,27.183
115.262,27.174
116.384,27.275
117.465,27.491
118.492,27.824
119.470,28.269
120.406,28.820
121.308,29.470
122.183,30.213
123.040,31.041
123.886,31.948
124.729,32.927
125.576,33.971
126.433,35.074
127.300,36.230
128.174,37.430
129.055,38.669
129.943,39.940
130.835,41.236
131.732,42.551
132.632,43.878
133.534,45.209
134.438,46.539
135.341,47.861
136.245,49.168
137.149,50.458
138.056,51.734
138.969,52.996
139.890,54.245
140.822,55.484
141.768,56.713
142.730,57.933
143.710,59.147
144.712,60.356
145.738,61.561
146.789,62.763
147.870,63.964
148.978,65.165
150.112,66.364
151.268,67.563
152.445,68.761
153.641,69.959
154.853,71.156
156.079,72.353
157.316,73.549
158.562,74.746
159.815,75.942
161.073,77.138
162.333,78.333
