 ,Area,Mean,Min,Max,X,Y,Perim.
1,144,3618.330,3574.306,3658.498,346,150,48
2,144,3631.949,3578.260,3677.410,370,236,48
3,144,3611.034,3563.964,3649.640,344,365,48
4,144,3628.902,3592.249,3670.722,164,305,48
