 ,Area,Mean,Min,Max,X,Y,Perim.
1,81,3794.279,3746.847,3848.689,302.500,317.500,36
2,81,3768.874,3711.377,3812.039,318.500,284.500,36
3,81,3787.216,3715.767,3854.271,209.500,207.500,36
4,81,3909.109,3823.856,4021.136,224.500,313.500,36
