 ,Area,Mean,Min,Max,X,Y,Perim.
1,144,3645.264,3595.566,3699.007,346,150,48
2,144,3645.273,3579.389,3690.462,370,236,48
3,144,3639.025,3581.157,3698.148,344,365,48
4,144,3636.046,3595.399,3674.182,164,305,48
