 ,Area,Mean,Min,Max,X,Y,Perim.
1,63,4514.101,4370.184,4698.971,252.500,309.500,32
2,63,4579.241,4425.247,4960.059,265.500,306.500,32
3,63,4399.087,4244.022,4543.306,249.500,207.500,32
4,63,4226.786,4127.006,4362.446,265.500,207.500,32
