 ,Area,Mean,Min,Max,X,Y,Perim.
1,54,5158.273,4789.494,5373.600,265,312.500,30
2,54,5171.050,4911.333,5400.345,288,314.500,30
3,54,5112.971,4974.792,5248.337,283,231.500,30
4,54,5163.469,4887.646,5294.545,271,231.500,30
