 ,Area,Mean,Min,Max,X,Y,Perim.
1,143,3656.736,3602.292,3701.481,207.500,285.500,48
2,143,3618.870,3576.266,3679.408,213.500,207.500,48
3,143,3592.058,3532.029,3635.411,332.500,183.500,48
4,143,3589.418,3541.679,3636.371,342.500,377.500,48
