 ,Area,Mean,Min,Max,X,Y,Perim.
1,144,3570.773,3527.139,3607.184,400,397.000,48
2,144,3565.648,3517.357,3617.195,389,144.000,48
3,144,3620.293,3578.284,3673.818,163,396.000,48
4,156,3697.909,3635.860,3765.250,146,255.500,50
