X,Y
0,4026.478
1,4043.249
2,4058.814
3,4076.156
4,4100.218
5,4117.836
6,4134.000
7,4150.328
8,4168.883
9,4187.698
10,4208.713
11,4229.771
12,4249.756
13,4263.902
14,4272.336
15,4282.083
16,4294.122
17,4303.300
18,4315.500
19,4332.756
20,4345.212
21,4364.789
22,4378.804
23,4383.638
24,4389.135
25,4396.107
26,4407.743
27,4413.333
28,4419.531
29,4425.036
30,4437.486
31,4442.398
32,4450.144
33,4453.696
34,4459.400
35,4461.977
36,4465.271
37,4466.749
38,4464.879
39,4459.382
40,4458.567
41,4459.489
42,4456.026
43,4452.138
44,4448.194
45,4444.817
46,4442.359
47,4441.393
48,4438.616
49,4435.460
50,4430.402
51,4410.509
52,4399.265
53,4393.073
54,4385.079
55,4373.012
56,4354.494
57,4341.605
58,4328.200
59,4317.391
60,4302.809
61,4290.363
62,4280.975
63,4276.671
64,4266.310
65,4259.627
66,4254.327
67,4246.697
68,4246.287
69,4249.499
70,4251.077
71,4250.159
72,4245.590
73,4243.194
74,4236.335
75,4232.753
76,4228.189
77,4224.719
78,4231.119
79,4240.180
80,4246.782
81,4248.102
82,4254.899
83,4263.370
84,4268.325
85,4274.692
86,4279.170
87,4290.463
88,4293.393
89,4301.511
90,4307.366
91,4313.424
92,4312.017
93,4322.561
94,4328.321
95,4332.152
96,4341.577
97,4349.479
98,4353.801
99,4356.435
100,4357.147
101,4362.838
102,4360.815
103,4358.952
104,4356.254
105,4361.048
106,4365.166
107,4362.394
108,4367.868
109,4371.699
110,4370.649
111,4368.514
112,4362.673
113,4364.746
114,4363.014
115,4365.096
116,4361.119
117,4351.463
118,4345.372
119,4335.864
120,4324.051
121,4317.405
122,4310.492
123,4307.031
124,4298.816
125,4292.530
126,4282.916
127,4273.896
128,4262.410
129,4249.408
130,4240.154
131,4227.687
132,4212.145
133,4196.486
134,4178.789
135,4157.108
136,4130.739
137,4110.704
138,4087.941
139,4063.533
140,4044.666
141,4020.919
