 ,Area,Mean,Min,Max,X,Y,Perim.
1,110,3604.485,3568.457,3634.132,418.000,164.500,42
2,110,3611.107,3564.334,3641.776,410.500,216.000,42
3,132,3625.815,3580.696,3668.706,119.500,250.000,46
4,120,3616.857,3567.962,3660.674,215.000,393.000,44
