X,Y
0,4087.843
1,4090.028
2,4099.863
3,4104.814
4,4114.543
5,4127.144
6,4140.894
7,4159.223
8,4170.797
9,4167.663
10,4168.695
11,4168.761
12,4173.414
13,4189.408
14,4209.459
15,4220.499
16,4228.701
17,4234.492
18,4241.446
19,4256.637
20,4273.856
21,4298.449
22,4318.360
23,4324.906
24,4320.546
25,4326.706
26,4335.548
27,4348.566
28,4356.361
29,4360.400
30,4362.712
31,4364.323
32,4370.174
33,4376.938
34,4385.833
35,4397.160
36,4408.583
37,4418.697
38,4435.561
39,4445.914
40,4467.345
41,4484.516
42,4491.795
43,4491.484
44,4490.115
45,4497.814
46,4499.806
47,4506.484
48,4509.205
49,4502.523
50,4500.096
51,4511.964
52,4518.916
53,4532.680
54,4542.438
55,4554.321
56,4566.727
57,4565.509
58,4553.826
59,4546.279
60,4538.303
61,4534.150
62,4534.918
63,4542.704
64,4551.763
65,4550.324
66,4556.814
67,4564.809
68,4573.742
69,4585.123
70,4592.989
71,4587.463
72,4587.180
73,4584.808
74,4582.675
75,4576.765
76,4578.458
77,4584.276
78,4594.084
79,4605.992
80,4614.105
81,4619.598
82,4623.165
83,4619.312
84,4618.689
85,4615.558
86,4617.421
87,4609.663
88,4600.678
89,4597.481
90,4591.665
91,4584.428
92,4578.422
93,4571.580
94,4565.963
95,4563.694
96,4558.723
97,4550.540
98,4540.507
99,4531.038
100,4523.541
101,4516.618
102,4506.740
103,4511.833
104,4515.243
105,4508.593
106,4508.294
107,4497.458
108,4482.998
109,4464.684
110,4448.374
111,4442.584
112,4431.683
113,4422.098
114,4411.277
115,4401.259
116,4395.007
117,4381.234
118,4359.241
119,4340.582
120,4318.914
121,4308.100
122,4300.366
123,4296.059
124,4286.417
125,4278.328
126,4262.877
127,4244.542
128,4227.837
129,4211.939
130,4203.896
131,4207.613
132,4206.109
133,4198.288
134,4191.910
135,4173.845
136,4160.481
137,4147.612
138,4130.549
139,4112.933
140,4094.728
141,4080.782
