X,Y
238.000,328.000
238.758,325.952
239.516,323.905
240.271,321.862
241.025,319.823
241.776,317.790
242.522,315.766
243.264,313.750
244.001,311.746
244.731,309.753
245.454,307.775
246.170,305.813
246.877,303.867
247.575,301.941
248.263,300.034
248.940,298.150
249.605,296.288
250.258,294.452
250.898,292.642
251.524,290.860
252.135,289.108
252.731,287.387
253.310,285.698
253.872,284.044
254.417,282.426
254.947,280.844
255.466,279.299
255.977,277.793
256.485,276.324
256.992,274.895
257.504,273.505
258.023,272.156
258.554,270.847
259.101,269.579
259.666,268.354
260.254,267.171
260.869,266.032
261.515,264.936
262.195,263.884
262.913,262.877
263.673,261.916
264.475,261.005
265.318,260.150
266.199,259.359
267.114,258.639
268.062,257.998
269.040,257.443
270.045,256.982
271.074,256.622
272.125,256.371
273.195,256.235
274.282,256.223
275.383,256.342
276.496,256.595
277.619,256.975
278.751,257.470
279.891,258.071
281.039,258.765
282.192,259.542
283.350,260.392
284.512,261.303
285.677,262.265
286.843,263.267
288.010,264.298
289.176,265.346
290.341,266.402
291.503,267.455
292.661,268.493
293.814,269.506
294.961,270.484
296.103,271.424
297.242,272.328
298.378,273.197
299.512,274.030
300.647,274.830
301.783,275.596
302.922,276.329
304.065,277.031
305.212,277.701
306.367,278.341
307.529,278.952
308.700,279.534
309.881,280.087
311.074,280.614
312.280,281.113
313.500,281.588
314.732,282.038
315.976,282.467
317.232,282.875
318.497,283.264
319.771,283.636
321.054,283.993
322.343,284.336
323.640,284.667
324.941,284.988
326.248,285.301
327.557,285.607
328.870,285.907
330.185,286.204
331.500,286.500
