X,Y
240.000,318.333
240.671,316.833
241.342,315.332
242.010,313.832
242.677,312.332
243.341,310.832
244.000,309.332
244.656,307.833
245.306,306.334
245.950,304.836
246.587,303.338
247.217,301.841
247.838,300.344
248.450,298.849
249.053,297.354
249.645,295.860
250.226,294.367
250.794,292.875
251.350,291.384
251.892,289.895
252.420,288.406
252.933,286.919
253.430,285.433
253.911,283.949
254.374,282.466
254.822,280.988
255.259,279.518
255.686,278.059
256.107,276.616
256.525,275.191
256.943,273.789
257.364,272.413
257.790,271.066
258.226,269.752
258.673,268.476
259.136,267.239
259.616,266.047
260.117,264.902
260.641,263.808
261.193,262.769
261.774,261.789
262.388,260.870
263.038,260.017
263.726,259.234
264.454,258.521
265.222,257.882
266.028,257.318
266.871,256.831
267.753,256.422
268.671,256.092
269.625,255.845
270.615,255.680
271.640,255.600
272.699,255.607
273.793,255.701
274.919,255.886
276.079,256.162
277.270,256.531
278.492,256.990
279.743,257.534
281.020,258.156
282.321,258.851
283.644,259.612
284.986,260.433
286.346,261.309
287.721,262.232
289.108,263.196
290.507,264.197
291.914,265.227
293.327,266.280
294.744,267.350
296.163,268.431
297.581,269.518
298.997,270.603
300.408,271.681
301.811,272.745
303.205,273.790
304.588,274.809
305.957,275.797
307.309,276.746
308.644,277.651
309.958,278.508
311.253,279.317
312.530,280.080
313.789,280.802
315.032,281.483
316.260,282.128
317.473,282.737
318.674,283.316
319.863,283.865
321.041,284.387
322.209,284.886
323.368,285.363
324.520,285.822
325.666,286.265
326.806,286.694
327.941,287.113
329.074,287.524
330.204,287.930
331.333,288.333
