X,Y
186.000,170.000
187.122,169.326
188.244,168.635
189.364,167.911
190.482,167.137
191.598,166.297
192.712,165.375
193.821,164.353
194.927,163.216
196.027,161.947
197.122,160.528
198.212,158.946
199.293,157.208
200.363,155.334
201.420,153.346
202.461,151.266
203.482,149.114
204.482,146.913
205.456,144.684
206.404,142.449
207.321,140.229
208.205,138.045
209.053,135.918
209.862,133.872
210.630,131.926
211.354,130.103
212.031,128.423
212.661,126.901
213.250,125.520
213.808,124.260
214.344,123.097
214.866,122.010
215.385,120.978
215.908,119.978
216.446,118.989
217.006,117.990
217.597,116.964
218.222,115.919
218.886,114.870
219.590,113.829
220.339,112.811
221.134,111.830
221.979,110.898
222.877,110.031
223.831,109.240
224.842,108.538
225.906,107.928
227.019,107.415
228.179,107.005
229.380,106.701
230.621,106.508
231.897,106.430
233.205,106.474
234.540,106.640
235.894,106.924
237.254,107.312
238.609,107.794
239.948,108.358
241.258,108.991
242.528,109.682
243.747,110.420
244.903,111.192
245.983,111.987
246.981,112.796
247.906,113.623
248.773,114.477
249.596,115.364
250.389,116.292
251.167,117.270
251.944,118.304
252.733,119.403
253.551,120.573
254.407,121.821
255.303,123.140
256.237,124.524
257.209,125.967
258.217,127.461
259.261,128.999
260.338,130.576
261.449,132.183
262.591,133.814
263.765,135.463
264.967,137.122
266.198,138.785
267.457,140.444
268.742,142.094
270.051,143.735
271.382,145.367
272.735,146.990
274.107,148.606
275.497,150.215
276.902,151.818
278.321,153.415
279.753,155.008
281.194,156.596
282.645,158.181
284.103,159.763
285.566,161.343
287.032,162.922
288.500,164.500
