X,Y
102.000,69.000
103.019,68.008
104.037,67.017
105.052,66.030
106.063,65.047
107.068,64.070
108.066,63.100
109.056,62.139
110.036,61.189
111.004,60.251
111.961,59.327
112.903,58.417
113.830,57.524
114.740,56.650
115.631,55.794
116.504,54.960
117.355,54.148
118.184,53.360
118.989,52.598
119.769,51.863
120.523,51.156
121.250,50.478
121.954,49.827
122.638,49.201
123.306,48.596
123.962,48.012
124.610,47.444
125.252,46.892
125.892,46.353
126.534,45.825
127.182,45.304
127.838,44.790
128.508,44.279
129.193,43.769
129.898,43.259
130.623,42.756
131.368,42.267
132.131,41.803
132.912,41.373
133.711,40.985
134.527,40.651
135.359,40.378
136.207,40.176
137.070,40.054
137.947,40.022
138.838,40.088
139.742,40.263
140.659,40.554
141.586,40.960
142.523,41.471
143.466,42.080
144.413,42.779
145.363,43.558
146.313,44.411
147.261,45.329
148.205,46.303
149.143,47.326
150.072,48.388
150.991,49.483
151.898,50.601
152.790,51.735
153.665,52.876
154.522,54.016
155.357,55.147
156.169,56.260
156.956,57.347
157.715,58.401
158.446,59.414
159.151,60.389
159.832,61.329
160.494,62.236
161.139,63.113
161.770,63.964
162.390,64.791
163.003,65.598
163.611,66.386
164.217,67.161
164.825,67.923
165.437,68.676
166.058,69.424
166.689,70.169
167.333,70.913
167.995,71.661
168.676,72.415
169.376,73.174
170.093,73.938
170.827,74.707
171.577,75.481
172.340,76.259
173.116,77.042
173.905,77.827
174.703,78.616
175.511,79.408
176.328,80.202
177.151,80.999
177.981,81.797
178.815,82.596
179.652,83.397
180.492,84.198
181.333,85.000
