Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0058-0032,Point,32,58,1,1,1,none,none,0,0,0,0,0
1,0054-0168,Point,168,54,1,1,1,none,none,0,0,0,0,0
