X,Y
50.000,85.000
50.665,84.614
51.331,84.227
51.996,83.841
52.662,83.455
53.328,83.069
53.994,82.683
54.661,82.298
55.328,81.913
55.996,81.528
56.665,81.144
57.334,80.760
58.004,80.377
58.675,79.995
59.347,79.613
60.019,79.232
60.693,78.851
61.368,78.471
62.045,78.093
62.722,77.715
63.401,77.338
64.082,76.962
64.764,76.587
65.448,76.213
66.133,75.840
66.820,75.469
67.509,75.098
68.199,74.729
68.892,74.362
69.586,73.996
70.283,73.631
70.982,73.267
71.683,72.906
72.387,72.546
73.093,72.187
73.801,71.831
74.511,71.477
75.224,71.125
75.940,70.775
76.658,70.429
77.378,70.085
78.101,69.744
78.826,69.406
79.555,69.072
80.285,68.741
81.019,68.414
81.755,68.091
82.493,67.772
83.235,67.457
83.979,67.147
84.726,66.841
85.476,66.540
86.228,66.244
86.984,65.953
87.742,65.667
88.503,65.387
89.268,65.112
90.035,64.843
90.805,64.581
91.579,64.324
92.355,64.074
93.134,63.830
93.917,63.593
94.703,63.363
95.492,63.140
96.284,62.924
97.079,62.715
97.877,62.513
98.679,62.318
99.483,62.130
100.290,61.948
101.100,61.773
101.913,61.603
102.728,61.439
103.545,61.281
104.365,61.128
105.187,60.980
106.011,60.837
106.837,60.698
107.666,60.565
108.496,60.435
109.328,60.310
110.161,60.188
110.996,60.070
111.833,59.955
112.671,59.844
113.511,59.735
114.351,59.630
115.193,59.526
116.036,59.426
116.880,59.327
117.724,59.230
118.570,59.135
119.416,59.042
120.262,58.950
121.109,58.858
121.956,58.768
122.804,58.678
123.652,58.589
124.500,58.500
