X,Y
55.833,72.833
56.588,71.856
57.347,70.877
58.118,69.891
58.906,68.897
59.716,67.891
60.554,66.871
61.426,65.833
62.336,64.775
63.292,63.693
64.293,62.590
65.331,61.473
66.394,60.355
67.471,59.248
68.549,58.163
69.617,57.111
70.664,56.104
71.678,55.154
72.647,54.272
73.560,53.471
74.414,52.751
75.222,52.102
75.999,51.508
76.761,50.954
77.521,50.426
78.295,49.909
79.098,49.389
79.929,48.877
80.779,48.402
81.636,47.997
82.487,47.694
83.321,47.524
84.126,47.519
84.903,47.692
85.669,48.026
86.440,48.505
87.234,49.110
88.068,49.825
88.961,50.632
89.926,51.514
90.955,52.462
92.036,53.468
93.155,54.523
94.301,55.618
95.460,56.746
96.619,57.897
97.766,59.064
98.888,60.238
99.972,61.412
101.006,62.575
101.985,63.726
102.917,64.863
103.805,65.988
104.657,67.100
105.477,68.200
106.272,69.289
107.047,70.367
107.809,71.435
108.562,72.492
109.312,73.540
110.060,74.584
110.809,75.628
111.558,76.676
112.310,77.735
113.065,78.809
113.824,79.903
114.590,81.021
115.363,82.169
116.143,83.348
116.928,84.557
117.716,85.789
118.505,87.041
119.292,88.307
120.075,89.584
120.852,90.866
121.619,92.150
122.375,93.430
123.117,94.702
123.846,95.963
124.569,97.213
125.295,98.456
126.032,99.691
126.790,100.921
127.576,102.148
128.399,103.372
129.268,104.596
130.192,105.821
131.178,107.049
132.233,108.281
133.351,109.517
134.526,110.755
135.754,111.997
137.027,113.242
138.341,114.488
139.690,115.737
141.067,116.988
142.468,118.240
143.886,119.493
145.315,120.746
146.750,122.000
