Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0048-0016,Point,16,48,1,1,1,none,none,0,0,0,0,0
1,0051-0155,Point,155,51,1,1,1,none,none,0,0,0,0,0
