X,Y
50.250,75.500
50.117,74.557
49.987,73.616
49.861,72.681
49.743,71.754
49.636,70.837
49.541,69.932
49.461,69.044
49.399,68.173
49.357,67.323
49.338,66.497
49.344,65.696
49.379,64.924
49.443,64.183
49.541,63.476
49.674,62.805
49.845,62.172
50.055,61.580
50.305,61.027
50.594,60.514
50.924,60.039
51.293,59.604
51.703,59.207
52.154,58.849
52.645,58.528
53.177,58.245
53.750,58.000
54.363,57.792
55.015,57.623
55.700,57.495
56.415,57.408
57.157,57.365
57.922,57.367
58.705,57.416
59.504,57.513
60.314,57.660
61.132,57.858
61.954,58.110
62.777,58.416
63.596,58.778
64.408,59.198
65.210,59.677
66.001,60.210
66.782,60.792
67.554,61.417
68.316,62.080
69.071,62.774
69.817,63.495
70.557,64.235
71.291,64.991
72.018,65.755
72.740,66.523
73.458,67.289
74.172,68.046
74.882,68.790
75.589,69.514
76.295,70.213
76.998,70.882
77.701,71.514
78.403,72.103
79.106,72.649
79.807,73.153
80.508,73.619
81.208,74.048
81.906,74.445
82.602,74.812
83.296,75.152
83.987,75.468
84.675,75.763
85.360,76.039
86.041,76.300
86.718,76.549
87.390,76.788
88.058,77.020
88.720,77.248
89.379,77.472
90.035,77.691
90.688,77.905
91.341,78.114
91.993,78.317
92.647,78.515
93.303,78.706
93.962,78.891
94.626,79.070
95.294,79.241
95.969,79.406
96.651,79.562
97.341,79.711
98.038,79.854
98.741,79.989
99.450,80.120
100.164,80.244
100.883,80.365
101.607,80.481
102.334,80.593
103.063,80.703
103.795,80.811
104.529,80.916
105.264,81.021
106.000,81.125
