X,Y
48.000,74.000
48.076,72.804
48.152,71.610
48.227,70.418
48.300,69.232
48.371,68.052
48.439,66.880
48.503,65.717
48.564,64.566
48.620,63.427
48.670,62.302
48.716,61.194
48.754,60.103
48.786,59.030
48.811,57.979
48.827,56.950
48.835,55.944
48.834,54.964
48.824,54.011
48.810,53.086
48.797,52.191
48.794,51.326
48.804,50.494
48.837,49.695
48.896,48.931
48.989,48.203
49.123,47.512
49.303,46.859
49.536,46.247
49.828,45.675
50.185,45.147
50.602,44.667
51.075,44.244
51.600,43.884
52.173,43.594
52.787,43.381
53.438,43.252
54.123,43.213
54.835,43.272
55.571,43.436
56.326,43.702
57.099,44.061
57.887,44.506
58.687,45.026
59.498,45.612
60.316,46.255
61.139,46.947
61.966,47.678
62.792,48.439
63.617,49.221
64.437,50.015
65.250,50.811
66.054,51.601
66.846,52.376
67.624,53.126
68.385,53.844
69.132,54.530
69.865,55.187
70.586,55.819
71.296,56.427
71.997,57.015
72.691,57.585
73.379,58.140
74.062,58.683
74.743,59.216
75.423,59.743
76.103,60.266
76.785,60.787
77.471,61.311
78.161,61.838
78.858,62.369
79.562,62.903
80.275,63.439
80.997,63.975
81.731,64.512
82.476,65.049
83.234,65.584
84.006,66.116
84.794,66.645
85.598,67.170
86.420,67.690
87.260,68.204
88.121,68.711
89.002,69.210
89.903,69.703
90.824,70.188
91.762,70.666
92.717,71.138
93.687,71.605
94.671,72.066
95.668,72.523
96.676,72.976
97.694,73.424
98.721,73.870
99.756,74.313
100.797,74.753
101.844,75.191
102.894,75.628
103.946,76.064
105.000,76.500
