X,Y
58.000,96.000
58.167,94.617
58.325,93.229
58.464,91.832
58.577,90.420
58.652,88.988
58.682,87.531
58.658,86.045
58.569,84.524
58.407,82.965
58.164,81.360
57.829,79.708
57.407,78.010
56.915,76.283
56.370,74.539
55.788,72.794
55.188,71.062
54.586,69.357
54.000,67.695
53.448,66.089
52.945,64.554
52.511,63.104
52.161,61.754
51.914,60.519
51.773,59.393
51.728,58.351
51.767,57.366
51.877,56.408
52.048,55.450
52.266,54.464
52.519,53.422
52.801,52.307
53.118,51.134
53.479,49.925
53.896,48.704
54.376,47.492
54.931,46.313
55.571,45.187
56.304,44.139
57.140,43.190
58.085,42.355
59.128,41.627
60.258,40.997
61.464,40.455
62.733,39.992
64.055,39.598
65.417,39.264
66.809,38.980
68.218,38.737
69.634,38.525
71.053,38.341
72.476,38.183
73.905,38.049
75.340,37.938
76.782,37.848
78.233,37.778
79.694,37.726
81.165,37.691
82.648,37.672
84.144,37.666
85.653,37.674
87.174,37.696
88.704,37.734
90.243,37.788
91.788,37.860
93.339,37.951
94.893,38.062
96.449,38.193
98.005,38.348
99.560,38.525
101.111,38.727
102.661,38.952
104.216,39.193
105.780,39.444
107.361,39.698
108.966,39.947
110.600,40.186
112.270,40.406
113.982,40.602
115.743,40.767
117.559,40.892
119.436,40.973
121.382,41.001
123.398,40.973
125.482,40.891
127.629,40.759
129.836,40.580
132.099,40.357
134.412,40.094
136.771,39.794
139.173,39.460
141.613,39.097
144.088,38.706
146.591,38.291
149.121,37.857
151.671,37.406
154.238,36.941
156.819,36.466
159.407,35.985
162.000,35.500
