Index,Name,Type,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
0,0122-0036,Point,36,122,1,1,1,none,none,0,0,0,0,0
1,0122-0303,Point,303,122,1,1,1,none,none,0,0,0,0,0
