X,Y
58.333,119.667
58.889,118.522
59.444,117.376
59.998,116.228
60.550,115.078
61.099,113.925
61.645,112.767
62.188,111.605
62.726,110.437
63.259,109.262
63.787,108.080
64.309,106.890
64.823,105.691
65.330,104.482
65.829,103.263
66.319,102.032
66.800,100.788
67.271,99.532
67.732,98.262
68.181,96.977
68.620,95.678
69.054,94.370
69.485,93.055
69.918,91.738
70.357,90.422
70.805,89.111
71.267,87.809
71.746,86.519
72.247,85.246
72.774,83.992
73.329,82.762
73.918,81.559
74.544,80.388
75.211,79.251
75.923,78.153
76.683,77.097
77.497,76.088
78.368,75.128
79.299,74.222
80.292,73.370
81.342,72.572
82.446,71.824
83.599,71.123
84.797,70.468
86.035,69.855
87.309,69.283
88.616,68.748
89.950,68.249
91.307,67.782
92.683,67.345
94.073,66.936
95.474,66.552
96.881,66.190
98.290,65.849
99.695,65.525
101.094,65.216
102.482,64.920
103.854,64.633
105.207,64.354
106.538,64.081
107.851,63.810
109.146,63.540
110.426,63.268
111.693,62.993
112.948,62.711
114.194,62.422
115.432,62.122
116.665,61.810
117.893,61.484
119.120,61.140
120.347,60.778
121.576,60.394
122.808,59.987
124.046,59.554
125.292,59.093
126.547,58.602
127.814,58.079
129.093,57.522
130.386,56.932
131.691,56.310
133.008,55.657
134.336,54.975
135.676,54.266
137.025,53.531
138.383,52.772
139.751,51.990
141.127,51.187
142.510,50.364
143.901,49.523
145.298,48.665
146.702,47.792
148.110,46.905
149.524,46.006
150.941,45.096
152.362,44.177
153.786,43.251
155.212,42.319
156.641,41.382
158.070,40.442
159.500,39.500
