X,Y
55.000,125.000
55.706,123.666
56.410,122.332
57.113,120.997
57.813,119.662
58.508,118.325
59.199,116.988
59.884,115.650
60.562,114.309
61.232,112.968
61.894,111.624
62.545,110.278
63.186,108.930
63.815,107.580
64.431,106.226
65.033,104.870
65.621,103.510
66.193,102.147
66.748,100.780
67.285,99.410
67.804,98.035
68.303,96.657
68.785,95.276
69.255,93.896
69.717,92.519
70.176,91.151
70.637,89.792
71.104,88.448
71.583,87.120
72.077,85.812
72.593,84.528
73.134,83.270
73.705,82.042
74.311,80.847
74.957,79.688
75.647,78.569
76.387,77.492
77.180,76.461
78.032,75.479
78.948,74.549
79.930,73.674
80.977,72.852
82.082,72.081
83.242,71.359
84.452,70.682
85.706,70.048
87.001,69.455
88.331,68.901
89.692,68.382
91.078,67.897
92.486,67.442
93.911,67.016
95.346,66.616
96.789,66.239
98.234,65.883
99.676,65.545
101.111,65.223
102.534,64.915
103.940,64.617
105.325,64.328
106.687,64.045
108.030,63.765
109.354,63.486
110.662,63.206
111.956,62.923
113.238,62.633
114.510,62.335
115.775,62.026
117.033,61.704
118.289,61.365
119.542,61.009
120.796,60.633
122.053,60.233
123.315,59.808
124.583,59.355
125.860,58.873
127.148,58.357
128.449,57.807
129.763,57.221
131.092,56.600
132.433,55.947
133.786,55.263
135.151,54.549
136.527,53.808
137.913,53.041
139.309,52.248
140.714,51.434
142.127,50.597
143.547,49.741
144.975,48.868
146.409,47.977
147.849,47.073
149.294,46.155
150.744,45.225
152.197,44.286
153.654,43.339
155.113,42.385
156.574,41.426
158.037,40.464
159.500,39.500
