X,Y
55.000,125.000
55.703,123.666
56.406,122.331
57.106,120.996
57.804,119.660
58.497,118.324
59.187,116.986
59.870,115.646
60.547,114.305
61.217,112.962
61.878,111.617
62.530,110.269
63.171,108.918
63.801,107.565
64.419,106.208
65.024,104.848
65.615,103.484
66.191,102.116
66.751,100.744
67.294,99.368
67.820,97.987
68.327,96.601
68.817,95.212
69.297,93.824
69.768,92.440
70.238,91.064
70.708,89.698
71.185,88.347
71.673,87.013
72.176,85.700
72.698,84.412
73.244,83.152
73.819,81.923
74.427,80.729
75.072,79.573
75.759,78.459
76.492,77.389
77.277,76.369
78.116,75.399
79.015,74.486
79.977,73.629
80.999,72.828
82.079,72.079
83.211,71.380
84.392,70.726
85.619,70.114
86.889,69.543
88.196,69.007
89.538,68.505
90.912,68.032
92.312,67.586
93.736,67.164
95.181,66.763
96.641,66.378
98.115,66.008
99.597,65.648
101.084,65.296
102.574,64.949
104.061,64.603
105.542,64.255
107.017,63.904
108.485,63.548
109.946,63.186
111.401,62.818
112.848,62.442
114.288,62.058
115.722,61.663
117.148,61.258
118.567,60.841
119.980,60.411
121.385,59.967
122.783,59.508
124.174,59.033
125.558,58.541
126.935,58.030
128.305,57.501
129.667,56.951
131.022,56.380
132.370,55.786
133.710,55.170
135.044,54.530
136.371,53.868
137.691,53.185
139.005,52.482
140.314,51.761
141.617,51.022
142.915,50.267
144.209,49.497
145.498,48.713
146.783,47.916
148.065,47.108
149.344,46.289
150.619,45.460
151.893,44.624
153.164,43.781
154.433,42.932
155.701,42.078
156.968,41.220
158.234,40.361
159.500,39.500
