 ,Area,Mean,Min,Max,X,Y,Perim.
1,12,4385.932,4368.997,4419.783,293.500,336,14
2,24,4349.210,4280.491,4417.692,276.000,336,20
3,16,4369.925,4255.639,4472.607,268.000,205,16
4,16,4375.153,4310.028,4407.181,296.000,205,16
