 ,Area,Mean,Min,Max,X,Y,Perim.
1,110,3599.663,3557.004,3651.868,426.500,377,42
2,130,3605.641,3542.065,3644.771,235.500,476,46
3,154,3614.836,3577.126,3662.182,353.500,486,50
4,156,3630.337,3592.259,3684.203,39.500,251,50
