 ,Area,Mean,Min,Max,X,Y,Perim.
1,110,3627.838,3582.335,3685.349,426.500,377,42
2,130,3634.455,3588.895,3672.603,235.500,476,46
3,154,3643.852,3582.195,3840.853,353.500,486,50
4,156,3655.632,3606.557,3712.402,39.500,251,50
