 ,Area,Mean,Min,Max,X,Y,Perim.
1,12,4633.516,4581.856,4674.276,293.500,336,14
2,24,4580.339,4495.517,4653.044,276.000,336,20
3,16,4555.099,4466.942,4671.755,268.000,205,16
4,16,4583.214,4536.250,4636.370,296.000,205,16
