 ,Area,Mean,Min,Max,X,Y,Perim.
1,35,5250.956,5128.859,5448.766,260.500,300.500,24
2,24,5356.627,5148.569,5466.570,244.000,297.000,20
3,30,5359.841,5248.301,5493.505,251.500,188.000,22
4,30,5363.811,5127.740,5565.112,265.500,184.000,22
