 ,Area,Mean,Min,Max,X,Y,Perim.
1,168,3587.699,3551.361,3641.511,336.000,62.000,52
2,130,3600.373,3557.604,3634.291,336.000,109.500,46
3,108,3599.458,3561.973,3649.364,158.500,345.000,42
4,88,3654.771,3617.272,3715.355,202.500,135.000,38
