 ,Area,Mean,Min,Max,X,Y,Perim.
1,168,3686.995,3632.152,3764.629,336.000,62.000,52
2,130,3686.983,3634.902,3734.099,336.000,109.500,46
3,108,3657.864,3610.288,3721.402,158.500,345.000,42
4,88,3628.859,3585.765,3676.582,202.500,135.000,38
