 ,Area,Mean,Min,Max,X,Y,Perim.
1,35,4066.903,3975.653,4140.802,260.500,300.500,24
2,24,4077.786,4011.691,4149.026,244.000,297.000,20
3,30,4195.160,4115.349,4313.632,251.500,188.000,22
4,30,4013.673,3945.604,4074.863,265.500,184.000,22
